DWPBarcode,DWPWell,PetriDishID,ColonyID
190107ONCD35_05,H10,SBC008348_D35,SBC008348_D35_0084
190107ONCD35_06,A1,SBC008349_D35,SBC008349_D35_0001
190107ONCD35_06,B1,SBC008349_D35,SBC008349_D35_0002
190107ONCD35_06,C1,SBC008349_D35,SBC008349_D35_0003
190107ONCD35_06,D1,SBC008349_D35,SBC008349_D35_0004
190107ONCD35_06,E1,SBC008351_D35,SBC008351_D35_0005
190107ONCD35_06,F1,SBC008351_D35,SBC008351_D35_0006
190107ONCD35_06,G1,SBC008351_D35,SBC008351_D35_0007
190107ONCD35_06,H1,SBC008351_D35,SBC008351_D35_0008
190107ONCD35_06,A2,SBC008352_D35,SBC008352_D35_0009
190107ONCD35_06,B2,SBC008352_D35,SBC008352_D35_0010
190107ONCD35_06,C2,SBC008352_D35,SBC008352_D35_0011
190107ONCD35_06,D2,SBC008352_D35,SBC008352_D35_0012
190107ONCD35_06,E2,SBC008353_D35,SBC008353_D35_0013
190107ONCD35_06,F2,SBC008353_D35,SBC008353_D35_0014
190107ONCD35_06,G2,SBC008353_D35,SBC008353_D35_0015
190107ONCD35_06,H2,SBC008353_D35,SBC008353_D35_0016
190107ONCD35_06,A3,SBC008354_D35,SBC008354_D35_0017
190107ONCD35_06,B3,SBC008354_D35,SBC008354_D35_0018
190107ONCD35_06,C3,SBC008354_D35,SBC008354_D35_0019
190107ONCD35_06,D3,SBC008354_D35,SBC008354_D35_0020
190107ONCD35_06,E3,SBC008356_D35,SBC008356_D35_0021
190107ONCD35_06,F3,SBC008356_D35,SBC008356_D35_0022
190107ONCD35_06,G3,SBC008356_D35,SBC008356_D35_0023
190107ONCD35_06,H3,SBC008356_D35,SBC008356_D35_0024
190107ONCD35_06,A4,SBC008357_D35,SBC008357_D35_0025
190107ONCD35_06,B4,SBC008357_D35,SBC008357_D35_0026
190107ONCD35_06,C4,SBC008357_D35,SBC008357_D35_0027
190107ONCD35_06,D4,SBC008357_D35,SBC008357_D35_0028
190107ONCD35_06,E4,SBC008359_D35,SBC008359_D35_0029
190107ONCD35_06,F4,SBC008359_D35,SBC008359_D35_0030
190107ONCD35_06,G4,SBC008359_D35,SBC008359_D35_0031
190107ONCD35_06,H4,SBC008359_D35,SBC008359_D35_0032
190107ONCD35_06,A5,SBC008361_D35,SBC008361_D35_0033
190107ONCD35_06,B5,SBC008361_D35,SBC008361_D35_0034
190107ONCD35_06,C5,SBC008361_D35,SBC008361_D35_0035
190107ONCD35_06,D5,SBC008361_D35,SBC008361_D35_0036
190107ONCD35_06,E5,SBC008362_D35,SBC008362_D35_0037
190107ONCD35_06,F5,SBC008362_D35,SBC008362_D35_0038
190107ONCD35_06,G5,SBC008362_D35,SBC008362_D35_0039
190107ONCD35_06,H5,SBC008362_D35,SBC008362_D35_0040
190107ONCD35_06,A6,SBC008363_D35,SBC008363_D35_0041
190107ONCD35_06,B6,SBC008363_D35,SBC008363_D35_0042
190107ONCD35_06,C6,SBC008363_D35,SBC008363_D35_0043
190107ONCD35_06,D6,SBC008363_D35,SBC008363_D35_0044
190107ONCD35_06,E6,SBC008364_D35,SBC008364_D35_0045
190107ONCD35_06,F6,SBC008364_D35,SBC008364_D35_0046
190107ONCD35_06,G6,SBC008364_D35,SBC008364_D35_0047
190107ONCD35_06,H6,SBC008364_D35,SBC008364_D35_0048
190107ONCD35_06,A7,SBC008365_D35,SBC008365_D35_0049
190107ONCD35_06,B7,SBC008365_D35,SBC008365_D35_0050
190107ONCD35_06,C7,SBC008365_D35,SBC008365_D35_0051
190107ONCD35_06,D7,SBC008365_D35,SBC008365_D35_0052
190107ONCD35_06,E7,SBC008366_D35,SBC008366_D35_0053
190107ONCD35_06,F7,SBC008366_D35,SBC008366_D35_0054
190107ONCD35_06,G7,SBC008366_D35,SBC008366_D35_0055
190107ONCD35_06,H7,SBC008366_D35,SBC008366_D35_0056
190107ONCD35_06,A8,SBC008367_D35,SBC008367_D35_0057
190107ONCD35_06,B8,SBC008367_D35,SBC008367_D35_0058
190107ONCD35_06,C8,SBC008367_D35,SBC008367_D35_0059
190107ONCD35_06,D8,SBC008367_D35,SBC008367_D35_0060
190107ONCD35_06,E8,SBC008368_D35,SBC008368_D35_0061
190107ONCD35_06,F8,SBC008368_D35,SBC008368_D35_0062
190107ONCD35_06,G8,SBC008368_D35,SBC008368_D35_0063
190107ONCD35_06,H8,SBC008368_D35,SBC008368_D35_0064
190107ONCD35_06,A9,SBC008369_D35,SBC008369_D35_0065
190107ONCD35_06,B9,SBC008369_D35,SBC008369_D35_0066
190107ONCD35_06,C9,SBC008369_D35,SBC008369_D35_0067
190107ONCD35_06,D9,SBC008369_D35,SBC008369_D35_0068
190107ONCD35_06,E9,SBC008370_D35,SBC008370_D35_0069
190107ONCD35_06,F9,SBC008370_D35,SBC008370_D35_0070
190107ONCD35_06,G9,SBC008370_D35,SBC008370_D35_0071
190107ONCD35_06,H9,SBC008370_D35,SBC008370_D35_0072
190107ONCD35_06,A10,SBC008371_D35,SBC008371_D35_0073
190107ONCD35_06,B10,SBC008371_D35,SBC008371_D35_0074
190107ONCD35_06,C10,SBC008372_D35,SBC008372_D35_0075
190107ONCD35_06,D10,SBC008373_D35,SBC008373_D35_0076
190107ONCD35_06,E10,SBC008373_D35,SBC008373_D35_0077
190107ONCD35_06,F10,SBC008373_D35,SBC008373_D35_0078
190107ONCD35_06,G10,SBC008373_D35,SBC008373_D35_0079
190107ONCD35_06,H10,SBC008374_D35,SBC008374_D35_0080
190107ONCD35_06,A11,SBC008374_D35,SBC008374_D35_0081
190107ONCD35_06,B11,SBC008374_D35,SBC008374_D35_0082
190107ONCD35_06,C11,SBC008374_D35,SBC008374_D35_0083
190107ONCD35_06,D11,SBC008375_D35,SBC008375_D35_0084
190107ONCD35_06,E11,SBC008375_D35,SBC008375_D35_0085
190107ONCD35_06,F11,SBC008375_D35,SBC008375_D35_0086
190107ONCD35_06,G11,SBC008375_D35,SBC008375_D35_0087
190107ONCD35_06,H11,SBC008376_D35,SBC008376_D35_0088
190107ONCD35_06,A12,SBC008376_D35,SBC008376_D35_0089
190107ONCD35_06,B12,SBC008376_D35,SBC008376_D35_0090
190107ONCD35_06,C12,SBC008376_D35,SBC008376_D35_0091
